datekey;date;year;quarter;month;week;day;productkey;productid;productname;category;subcategory;brand;customerkey;customerid;customername;location;gender;agegroup;channelkey;channeltype;salesamount;unitssold;rating;sentimentscore;productreturned
281;2023-10-08;2023;4;10;40;8;30;30;Product 30;Electronics;Subcat A;Brand Z;51;51;Customer 51;Florida;Female;26-35;2;Mobile App;2197.28;8;5;5.00;f
280;2023-10-07;2023;4;10;40;7;40;40;Product 40;Electronics;Subcat B;Brand X;66;66;Customer 66;Texas;Male;26-35;2;Mobile App;727.74;6;5;5.00;f
263;2023-09-20;2023;3;9;38;20;35;35;Product 35;Electronics;Subcat C;Brand W;31;31;Customer 31;Florida;Female;26-35;2;Mobile App;1032.03;9;5;5.00;f
191;2023-07-10;2023;3;7;28;10;10;10;Product 10;Electronics;Subcat B;Brand Z;51;51;Customer 51;Florida;Female;26-35;1;Website;2009.64;6;5;5.00;f
289;2023-10-16;2023;4;10;42;16;5;5;Product 5;Electronics;Subcat C;Brand Y;51;51;Customer 51;Florida;Female;26-35;1;Website;1428.16;8;5;5.00;f
193;2023-07-12;2023;3;7;28;12;45;45;Product 45;Electronics;Subcat A;Brand Y;82;82;Customer 82;Texas;Male;36-45;1;Website;122.98;2;5;5.00;f
225;2023-08-13;2023;3;8;32;13;50;50;Product 50;Electronics;Subcat C;Brand Z;6;6;Customer 6;Texas;Male;26-35;2;Mobile App;694.44;2;5;5.00;f
4;2023-01-04;2023;1;1;1;4;15;15;Product 15;Electronics;Subcat A;Brand W;100;100;Customer 100;New York;Male;18-25;1;Website;4248.81;9;5;5.00;f
47;2023-02-16;2023;1;2;7;16;15;15;Product 15;Electronics;Subcat A;Brand W;63;63;Customer 63;Florida;Female;46-55;1;Website;3268.72;7;5;5.00;f
76;2023-03-17;2023;1;3;11;17;25;25;Product 25;Electronics;Subcat B;Brand Y;67;67;Customer 67;Florida;Female;36-45;1;Website;1387.65;11;5;5.00;f
72;2023-03-13;2023;1;3;11;13;40;40;Product 40;Electronics;Subcat B;Brand X;31;31;Customer 31;Florida;Female;26-35;2;Mobile App;2166.85;5;5;5.00;f
59;2023-02-28;2023;1;2;9;28;40;40;Product 40;Electronics;Subcat B;Brand X;7;7;Customer 7;Florida;Female;36-45;1;Website;239.72;4;5;5.00;f
314;2023-11-10;2023;4;11;45;10;35;35;Product 35;Electronics;Subcat C;Brand W;52;52;Customer 52;New York;Male;36-45;1;Website;894.30;5;5;5.00;f
121;2023-05-01;2023;2;5;18;1;5;5;Product 5;Electronics;Subcat C;Brand Y;78;78;Customer 78;Texas;Male;46-55;1;Website;5651.47;11;5;5.00;f
266;2023-09-23;2023;3;9;38;23;50;50;Product 50;Electronics;Subcat C;Brand Z;23;23;Customer 23;Florida;Female;46-55;2;Mobile App;336.36;6;5;5.00;f
20;2023-01-20;2023;1;1;3;20;40;40;Product 40;Electronics;Subcat B;Brand X;6;6;Customer 6;Texas;Male;26-35;1;Website;894.66;3;5;5.00;f
122;2023-05-02;2023;2;5;18;2;20;20;Product 20;Electronics;Subcat C;Brand X;63;63;Customer 63;Florida;Female;46-55;2;Mobile App;1741.40;5;5;5.00;f
286;2023-10-13;2023;4;10;41;13;20;20;Product 20;Electronics;Subcat C;Brand X;23;23;Customer 23;Florida;Female;46-55;2;Mobile App;1052.22;3;5;5.00;t
117;2023-04-27;2023;2;4;17;27;50;50;Product 50;Electronics;Subcat C;Brand Z;75;75;Customer 75;Florida;Female;18-25;1;Website;1792.05;5;5;5.00;f
168;2023-06-17;2023;2;6;24;17;50;50;Product 50;Electronics;Subcat C;Brand Z;95;95;Customer 95;Florida;Female;18-25;2;Mobile App;1848.06;9;5;5.00;f
107;2023-04-17;2023;2;4;16;17;45;45;Product 45;Electronics;Subcat A;Brand Y;71;71;Customer 71;Florida;Female;26-35;1;Website;2897.20;8;5;5.00;f
222;2023-08-10;2023;3;8;32;10;35;35;Product 35;Electronics;Subcat C;Brand W;83;83;Customer 83;Florida;Female;46-55;1;Website;4218.66;9;5;5.00;f
126;2023-05-06;2023;2;5;18;6;15;15;Product 15;Electronics;Subcat A;Brand W;56;56;Customer 56;New York;Male;26-35;2;Mobile App;615.42;9;5;5.00;f
263;2023-09-20;2023;3;9;38;20;50;50;Product 50;Electronics;Subcat C;Brand Z;22;22;Customer 22;Texas;Male;36-45;2;Mobile App;3312.80;10;5;5.00;f
153;2023-06-02;2023;2;6;22;2;20;20;Product 20;Electronics;Subcat C;Brand X;32;32;Customer 32;New York;Male;36-45;1;Website;2668.64;8;5;5.00;f
188;2023-07-07;2023;3;7;27;7;10;10;Product 10;Electronics;Subcat B;Brand Z;22;22;Customer 22;Texas;Male;36-45;2;Mobile App;927.56;2;5;5.00;f
78;2023-03-19;2023;1;3;11;19;35;35;Product 35;Electronics;Subcat C;Brand W;87;87;Customer 87;Florida;Female;36-45;2;Mobile App;284.76;9;5;5.00;f
147;2023-05-27;2023;2;5;21;27;25;25;Product 25;Electronics;Subcat B;Brand Y;23;23;Customer 23;Florida;Female;46-55;2;Mobile App;1865.70;5;5;5.00;f
90;2023-03-31;2023;1;3;13;31;10;10;Product 10;Electronics;Subcat B;Brand Z;75;75;Customer 75;Florida;Female;18-25;1;Website;1597.96;7;5;5.00;f
246;2023-09-03;2023;3;9;35;3;25;25;Product 25;Electronics;Subcat B;Brand Y;91;91;Customer 91;Florida;Female;26-35;1;Website;831.64;4;5;5.00;f
286;2023-10-13;2023;4;10;41;13;50;50;Product 50;Electronics;Subcat C;Brand Z;12;12;Customer 12;New York;Male;36-45;2;Mobile App;4314.15;9;5;5.00;f
277;2023-10-04;2023;4;10;40;4;10;10;Product 10;Electronics;Subcat B;Brand Z;12;12;Customer 12;New York;Male;36-45;1;Website;3465.92;8;5;5.00;f
213;2023-08-01;2023;3;8;31;1;25;25;Product 25;Electronics;Subcat B;Brand Y;76;76;Customer 76;New York;Male;26-35;2;Mobile App;3019.98;6;5;5.00;f
231;2023-08-19;2023;3;8;33;19;5;5;Product 5;Electronics;Subcat C;Brand Y;12;12;Customer 12;New York;Male;36-45;2;Mobile App;245.85;5;5;5.00;f
110;2023-04-20;2023;2;4;16;20;10;10;Product 10;Electronics;Subcat B;Brand Z;100;100;Customer 100;New York;Male;18-25;1;Website;2234.19;7;5;5.00;f
31;2023-01-31;2023;1;1;5;31;25;25;Product 25;Electronics;Subcat B;Brand Y;23;23;Customer 23;Florida;Female;46-55;2;Mobile App;423.52;8;5;5.00;f
159;2023-06-08;2023;2;6;23;8;50;50;Product 50;Electronics;Subcat C;Brand Z;28;28;Customer 28;New York;Male;46-55;1;Website;393.54;2;5;5.00;f
29;2023-01-29;2023;1;1;4;29;35;35;Product 35;Electronics;Subcat C;Brand W;50;50;Customer 50;Texas;Male;18-25;1;Website;2989.40;10;5;5.00;f
155;2023-06-04;2023;2;6;22;4;30;30;Product 30;Electronics;Subcat A;Brand Z;78;78;Customer 78;Texas;Male;46-55;2;Mobile App;2924.60;7;5;5.00;f
4;2023-01-04;2023;1;1;1;4;30;30;Product 30;Electronics;Subcat A;Brand Z;43;43;Customer 43;Florida;Female;46-55;2;Mobile App;1161.51;3;5;5.00;t
83;2023-03-24;2023;1;3;12;24;25;25;Product 25;Electronics;Subcat B;Brand Y;75;75;Customer 75;Florida;Female;18-25;2;Mobile App;1761.92;8;5;5.00;f
168;2023-06-17;2023;2;6;24;17;30;30;Product 30;Electronics;Subcat A;Brand Z;47;47;Customer 47;Florida;Female;36-45;2;Mobile App;3249.30;10;5;5.00;f
65;2023-03-06;2023;1;3;10;6;50;50;Product 50;Electronics;Subcat C;Brand Z;100;100;Customer 100;New York;Male;18-25;2;Mobile App;864.22;2;5;5.00;f
30;2023-01-30;2023;1;1;5;30;35;35;Product 35;Electronics;Subcat C;Brand W;51;51;Customer 51;Florida;Female;26-35;1;Website;3286.48;8;5;5.00;t
312;2023-11-08;2023;4;11;45;8;50;50;Product 50;Electronics;Subcat C;Brand Z;66;66;Customer 66;Texas;Male;26-35;2;Mobile App;1296.54;3;5;5.00;f
104;2023-04-14;2023;2;4;15;14;40;40;Product 40;Electronics;Subcat B;Brand X;48;48;Customer 48;New York;Male;46-55;2;Mobile App;1800.24;8;5;5.00;f
315;2023-11-11;2023;4;11;45;11;25;25;Product 25;Electronics;Subcat B;Brand Y;63;63;Customer 63;Florida;Female;46-55;1;Website;2086.00;8;5;5.00;f
149;2023-05-29;2023;2;5;22;29;10;10;Product 10;Electronics;Subcat B;Brand Z;22;22;Customer 22;Texas;Male;36-45;2;Mobile App;494.36;1;5;5.00;f
39;2023-02-08;2023;1;2;6;8;45;45;Product 45;Electronics;Subcat A;Brand Y;70;70;Customer 70;Texas;Male;18-25;1;Website;1774.85;5;5;5.00;f
191;2023-07-10;2023;3;7;28;10;40;40;Product 40;Electronics;Subcat B;Brand X;83;83;Customer 83;Florida;Female;46-55;2;Mobile App;1529.55;11;5;5.00;f
159;2023-06-08;2023;2;6;23;8;45;45;Product 45;Electronics;Subcat A;Brand Y;68;68;Customer 68;New York;Male;46-55;2;Mobile App;4707.50;10;5;5.00;t
3;2023-01-03;2023;1;1;1;3;15;15;Product 15;Electronics;Subcat A;Brand W;6;6;Customer 6;Texas;Male;26-35;2;Mobile App;515.76;4;5;5.00;f
40;2023-02-09;2023;1;2;6;9;20;20;Product 20;Electronics;Subcat C;Brand X;83;83;Customer 83;Florida;Female;46-55;1;Website;1669.68;9;5;5.00;f
322;2023-11-18;2023;4;11;46;18;5;5;Product 5;Electronics;Subcat C;Brand Y;51;51;Customer 51;Florida;Female;26-35;1;Website;219.04;2;5;5.00;f
131;2023-05-11;2023;2;5;19;11;5;5;Product 5;Electronics;Subcat C;Brand Y;40;40;Customer 40;New York;Male;18-25;2;Mobile App;3332.70;9;5;5.00;f
270;2023-09-27;2023;3;9;39;27;35;35;Product 35;Electronics;Subcat C;Brand W;62;62;Customer 62;Texas;Male;36-45;2;Mobile App;1696.52;7;5;5.00;f
266;2023-09-23;2023;3;9;38;23;40;40;Product 40;Electronics;Subcat B;Brand X;95;95;Customer 95;Florida;Female;18-25;2;Mobile App;5097.00;10;5;5.00;f
129;2023-05-09;2023;2;5;19;9;50;50;Product 50;Electronics;Subcat C;Brand Z;70;70;Customer 70;Texas;Male;18-25;2;Mobile App;589.15;5;5;5.00;f
264;2023-09-21;2023;3;9;38;21;30;30;Product 30;Electronics;Subcat A;Brand Z;40;40;Customer 40;New York;Male;18-25;1;Website;260.70;10;5;5.00;f
251;2023-09-08;2023;3;9;36;8;30;30;Product 30;Electronics;Subcat A;Brand Z;42;42;Customer 42;Texas;Male;36-45;1;Website;4504.72;11;5;5.00;t
333;2023-11-29;2023;4;11;48;29;5;5;Product 5;Electronics;Subcat C;Brand Y;11;11;Customer 11;Florida;Female;26-35;1;Website;556.40;2;5;5.00;f
31;2023-01-31;2023;1;1;5;31;10;10;Product 10;Electronics;Subcat B;Brand Z;71;71;Customer 71;Florida;Female;26-35;2;Mobile App;963.51;3;5;5.00;f
77;2023-03-18;2023;1;3;11;18;50;50;Product 50;Electronics;Subcat C;Brand Z;36;36;Customer 36;New York;Male;26-35;2;Mobile App;189.72;3;5;5.00;f
287;2023-10-14;2023;4;10;41;14;25;25;Product 25;Electronics;Subcat B;Brand Y;95;95;Customer 95;Florida;Female;18-25;2;Mobile App;387.40;10;5;5.00;f
324;2023-11-20;2023;4;11;47;20;10;10;Product 10;Electronics;Subcat B;Brand Z;11;11;Customer 11;Florida;Female;26-35;2;Mobile App;442.96;8;5;5.00;f
40;2023-02-09;2023;1;2;6;9;30;30;Product 30;Electronics;Subcat A;Brand Z;100;100;Customer 100;New York;Male;18-25;1;Website;297.24;6;5;5.00;f
267;2023-09-24;2023;3;9;38;24;25;25;Product 25;Electronics;Subcat B;Brand Y;11;11;Customer 11;Florida;Female;26-35;2;Mobile App;2841.84;9;5;5.00;f
39;2023-02-08;2023;1;2;6;8;25;25;Product 25;Electronics;Subcat B;Brand Y;52;52;Customer 52;New York;Male;36-45;2;Mobile App;2149.50;6;5;5.00;f
207;2023-07-26;2023;3;7;30;26;45;45;Product 45;Electronics;Subcat A;Brand Y;3;3;Customer 3;Florida;Female;46-55;1;Website;972.87;3;5;5.00;f
241;2023-08-29;2023;3;8;35;29;45;45;Product 45;Electronics;Subcat A;Brand Y;20;20;Customer 20;New York;Male;18-25;1;Website;1895.39;7;5;5.00;f
308;2023-11-04;2023;4;11;44;4;20;20;Product 20;Electronics;Subcat C;Brand X;32;32;Customer 32;New York;Male;36-45;1;Website;651.54;3;5;5.00;f
141;2023-05-21;2023;2;5;20;21;20;20;Product 20;Electronics;Subcat C;Brand X;43;43;Customer 43;Florida;Female;46-55;2;Mobile App;2332.61;7;5;5.00;f
327;2023-11-23;2023;4;11;47;23;45;45;Product 45;Electronics;Subcat A;Brand Y;43;43;Customer 43;Florida;Female;46-55;1;Website;379.72;2;5;5.00;f
318;2023-11-14;2023;4;11;46;14;10;10;Product 10;Electronics;Subcat B;Brand Z;58;58;Customer 58;Texas;Male;46-55;2;Mobile App;747.51;3;5;5.00;f
65;2023-03-06;2023;1;3;10;6;15;15;Product 15;Electronics;Subcat A;Brand W;75;75;Customer 75;Florida;Female;18-25;1;Website;3377.90;10;5;5.00;f
211;2023-07-30;2023;3;7;30;30;35;35;Product 35;Electronics;Subcat C;Brand W;47;47;Customer 47;Florida;Female;36-45;1;Website;366.30;6;5;5.00;f
140;2023-05-20;2023;2;5;20;20;5;5;Product 5;Electronics;Subcat C;Brand Y;40;40;Customer 40;New York;Male;18-25;1;Website;4111.04;8;5;5.00;f
126;2023-05-06;2023;2;5;18;6;50;50;Product 50;Electronics;Subcat C;Brand Z;71;71;Customer 71;Florida;Female;26-35;2;Mobile App;783.92;8;5;5.00;f
23;2023-01-23;2023;1;1;4;23;45;45;Product 45;Electronics;Subcat A;Brand Y;10;10;Customer 10;Texas;Male;18-25;2;Mobile App;556.85;7;5;5.00;f
311;2023-11-07;2023;4;11;45;7;10;10;Product 10;Electronics;Subcat B;Brand Z;26;26;Customer 26;Texas;Male;26-35;2;Mobile App;4525.00;10;5;5.00;f
269;2023-09-26;2023;3;9;39;26;20;20;Product 20;Electronics;Subcat C;Brand X;86;86;Customer 86;Texas;Male;26-35;1;Website;1729.56;4;5;5.00;f
258;2023-09-15;2023;3;9;37;15;45;45;Product 45;Electronics;Subcat A;Brand Y;86;86;Customer 86;Texas;Male;26-35;1;Website;2598.96;7;5;5.00;t
317;2023-11-13;2023;4;11;46;13;45;45;Product 45;Electronics;Subcat A;Brand Y;67;67;Customer 67;Florida;Female;36-45;1;Website;549.04;8;5;5.00;f
96;2023-04-06;2023;2;4;14;6;15;15;Product 15;Electronics;Subcat A;Brand W;95;95;Customer 95;Florida;Female;18-25;1;Website;975.17;7;5;5.00;f
91;2023-04-01;2023;2;4;13;1;5;5;Product 5;Electronics;Subcat C;Brand Y;63;63;Customer 63;Florida;Female;46-55;2;Mobile App;1544.40;11;5;5.00;f
321;2023-11-17;2023;4;11;46;17;25;25;Product 25;Electronics;Subcat B;Brand Y;52;52;Customer 52;New York;Male;36-45;2;Mobile App;862.04;2;5;5.00;f
306;2023-11-02;2023;4;11;44;2;5;5;Product 5;Electronics;Subcat C;Brand Y;38;38;Customer 38;Texas;Male;46-55;1;Website;821.88;4;5;5.00;f
135;2023-05-15;2023;2;5;20;15;5;5;Product 5;Electronics;Subcat C;Brand Y;6;6;Customer 6;Texas;Male;26-35;2;Mobile App;985.00;5;5;5.00;f
31;2023-01-31;2023;1;1;5;31;50;50;Product 50;Electronics;Subcat C;Brand Z;98;98;Customer 98;Texas;Male;46-55;2;Mobile App;1426.76;4;5;5.00;f
109;2023-04-19;2023;2;4;16;19;35;35;Product 35;Electronics;Subcat C;Brand W;11;11;Customer 11;Florida;Female;26-35;2;Mobile App;2512.60;10;5;5.00;f
40;2023-02-09;2023;1;2;6;9;5;5;Product 5;Electronics;Subcat C;Brand Y;98;98;Customer 98;Texas;Male;46-55;1;Website;3040.29;11;5;5.00;f
101;2023-04-11;2023;2;4;15;11;15;15;Product 15;Electronics;Subcat A;Brand W;12;12;Customer 12;New York;Male;36-45;1;Website;908.44;2;5;5.00;f
260;2023-09-17;2023;3;9;37;17;25;25;Product 25;Electronics;Subcat B;Brand Y;12;12;Customer 12;New York;Male;36-45;2;Mobile App;1384.32;8;5;5.00;f
150;2023-05-30;2023;2;5;22;30;25;25;Product 25;Electronics;Subcat B;Brand Y;27;27;Customer 27;Florida;Female;36-45;2;Mobile App;2699.58;6;5;5.00;f
23;2023-01-23;2023;1;1;4;23;5;5;Product 5;Electronics;Subcat C;Brand Y;72;72;Customer 72;New York;Male;36-45;1;Website;1202.24;8;5;5.00;f
135;2023-05-15;2023;2;5;20;15;35;35;Product 35;Electronics;Subcat C;Brand W;63;63;Customer 63;Florida;Female;46-55;2;Mobile App;4835.40;10;5;5.00;f
98;2023-04-08;2023;2;4;14;8;45;45;Product 45;Electronics;Subcat A;Brand Y;15;15;Customer 15;Florida;Female;18-25;2;Mobile App;1069.44;4;5;5.00;f
327;2023-11-23;2023;4;11;47;23;10;10;Product 10;Electronics;Subcat B;Brand Z;38;38;Customer 38;Texas;Male;46-55;1;Website;795.51;3;5;5.00;t
23;2023-01-23;2023;1;1;4;23;45;45;Product 45;Electronics;Subcat A;Brand Y;76;76;Customer 76;New York;Male;26-35;2;Mobile App;571.30;10;5;5.00;f
358;2023-12-24;2023;4;12;51;24;45;45;Product 45;Electronics;Subcat A;Brand Y;90;90;Customer 90;Texas;Male;18-25;2;Mobile App;664.48;8;5;5.00;t
350;2023-12-16;2023;4;12;50;16;15;15;Product 15;Electronics;Subcat A;Brand W;6;6;Customer 6;Texas;Male;26-35;1;Website;3933.36;6;5;5.00;f
344;2023-12-10;2023;4;12;49;10;20;20;Product 20;Electronics;Subcat C;Brand X;28;28;Customer 28;New York;Male;46-55;2;Mobile App;3485.10;10;5;5.00;f
341;2023-12-07;2023;4;12;49;7;20;20;Product 20;Electronics;Subcat C;Brand X;10;10;Customer 10;Texas;Male;18-25;2;Mobile App;6698.43;9;5;5.00;f
360;2023-12-26;2023;4;12;52;26;20;20;Product 20;Electronics;Subcat C;Brand X;31;31;Customer 31;Florida;Female;26-35;1;Website;3412.71;7;5;5.00;f
360;2023-12-26;2023;4;12;52;26;40;40;Product 40;Electronics;Subcat B;Brand X;27;27;Customer 27;Florida;Female;36-45;2;Mobile App;542.75;1;5;5.00;t
358;2023-12-24;2023;4;12;51;24;45;45;Product 45;Electronics;Subcat A;Brand Y;36;36;Customer 36;New York;Male;26-35;1;Website;514.36;11;5;5.00;f
350;2023-12-16;2023;4;12;50;16;10;10;Product 10;Electronics;Subcat B;Brand Z;3;3;Customer 3;Florida;Female;46-55;1;Website;655.96;2;5;5.00;f
113;2023-04-23;2023;2;4;16;23;16;16;Product 16;Clothing;Subcat B;Brand X;82;82;Customer 82;Texas;Male;36-45;2;Mobile App;4227.10;10;4;4.26;t
137;2023-05-17;2023;2;5;20;17;31;31;Product 31;Clothing;Subcat B;Brand W;70;70;Customer 70;Texas;Male;18-25;1;Website;751.36;4;5;3.17;t
10;2023-01-10;2023;1;1;2;10;31;31;Product 31;Clothing;Subcat B;Brand W;60;60;Customer 60;New York;Male;18-25;2;Mobile App;624.32;4;3;4.96;t
322;2023-11-18;2023;4;11;46;18;41;41;Product 41;Clothing;Subcat C;Brand Y;68;68;Customer 68;New York;Male;46-55;1;Website;1739.84;8;3;3.36;t
300;2023-10-27;2023;4;10;43;27;46;46;Product 46;Clothing;Subcat B;Brand Z;67;67;Customer 67;Florida;Female;36-45;1;Website;762.40;8;2;3.09;t
330;2023-11-26;2023;4;11;47;26;21;21;Product 21;Clothing;Subcat A;Brand Y;91;91;Customer 91;Florida;Female;26-35;2;Mobile App;1686.64;4;4;4.46;t
271;2023-09-28;2023;3;9;39;28;26;26;Product 26;Clothing;Subcat C;Brand Z;100;100;Customer 100;New York;Male;18-25;2;Mobile App;539.28;2;5;3.43;t
132;2023-05-12;2023;2;5;19;12;16;16;Product 16;Clothing;Subcat B;Brand X;91;91;Customer 91;Florida;Female;26-35;2;Mobile App;658.32;3;3;3.19;t
211;2023-07-30;2023;3;7;30;30;6;6;Product 6;Clothing;Subcat A;Brand Z;75;75;Customer 75;Florida;Female;18-25;2;Mobile App;136.86;3;2;4.62;t
266;2023-09-23;2023;3;9;38;23;11;11;Product 11;Clothing;Subcat C;Brand W;51;51;Customer 51;Florida;Female;26-35;1;Website;2558.32;8;3;3.07;t
42;2023-02-11;2023;1;2;6;11;46;46;Product 46;Clothing;Subcat B;Brand Z;98;98;Customer 98;Texas;Male;46-55;2;Mobile App;2575.90;10;2;3.02;t
228;2023-08-16;2023;3;8;33;16;26;26;Product 26;Clothing;Subcat C;Brand Z;78;78;Customer 78;Texas;Male;46-55;2;Mobile App;1547.01;9;2;3.68;t
218;2023-08-06;2023;3;8;31;6;16;16;Product 16;Clothing;Subcat B;Brand X;47;47;Customer 47;Florida;Female;36-45;1;Website;319.38;2;4;4.84;t
130;2023-05-10;2023;2;5;19;10;46;46;Product 46;Clothing;Subcat B;Brand Z;55;55;Customer 55;Florida;Female;18-25;2;Mobile App;1228.74;3;5;3.45;t
237;2023-08-25;2023;3;8;34;25;26;26;Product 26;Clothing;Subcat C;Brand Z;32;32;Customer 32;New York;Male;36-45;1;Website;683.82;9;1;4.34;t
128;2023-05-08;2023;2;5;19;8;41;41;Product 41;Clothing;Subcat C;Brand Y;18;18;Customer 18;Texas;Male;46-55;1;Website;127.12;4;2;3.52;t
210;2023-07-29;2023;3;7;30;29;31;31;Product 31;Clothing;Subcat B;Brand W;18;18;Customer 18;Texas;Male;46-55;1;Website;1277.40;6;2;3.88;t
22;2023-01-22;2023;1;1;3;22;21;21;Product 21;Clothing;Subcat A;Brand Y;56;56;Customer 56;New York;Male;26-35;2;Mobile App;111.00;5;3;3.70;t
238;2023-08-26;2023;3;8;34;26;16;16;Product 16;Clothing;Subcat B;Brand X;68;68;Customer 68;New York;Male;46-55;1;Website;1871.40;4;1;4.37;t
132;2023-05-12;2023;2;5;19;12;41;41;Product 41;Clothing;Subcat C;Brand Y;22;22;Customer 22;Texas;Male;36-45;2;Mobile App;4014.80;10;2;3.77;t
97;2023-04-07;2023;2;4;14;7;31;31;Product 31;Clothing;Subcat B;Brand W;46;46;Customer 46;Texas;Male;26-35;1;Website;194.11;7;1;4.68;t
15;2023-01-15;2023;1;1;2;15;16;16;Product 16;Clothing;Subcat B;Brand X;10;10;Customer 10;Texas;Male;18-25;2;Mobile App;274.26;3;2;4.96;t
324;2023-11-20;2023;4;11;47;20;26;26;Product 26;Clothing;Subcat C;Brand Z;30;30;Customer 30;Texas;Male;18-25;1;Website;1508.50;5;3;3.66;t
108;2023-04-18;2023;2;4;16;18;26;26;Product 26;Clothing;Subcat C;Brand Z;62;62;Customer 62;Texas;Male;36-45;1;Website;354.42;1;5;4.04;t
139;2023-05-19;2023;2;5;20;19;6;6;Product 6;Clothing;Subcat A;Brand Z;28;28;Customer 28;New York;Male;46-55;2;Mobile App;779.64;3;1;4.38;t
215;2023-08-03;2023;3;8;31;3;36;36;Product 36;Clothing;Subcat A;Brand X;55;55;Customer 55;Florida;Female;18-25;2;Mobile App;1387.76;4;5;4.90;t
360;2023-12-26;2023;4;12;52;26;26;26;Product 26;Clothing;Subcat C;Brand Z;78;78;Customer 78;Texas;Male;46-55;1;Website;549.48;1;5;4.78;t
341;2023-12-07;2023;4;12;49;7;46;46;Product 46;Clothing;Subcat B;Brand Z;48;48;Customer 48;New York;Male;46-55;2;Mobile App;3299.94;7;5;4.61;t
343;2023-12-09;2023;4;12;49;9;6;6;Product 6;Clothing;Subcat A;Brand Z;6;6;Customer 6;Texas;Male;26-35;2;Mobile App;3505.59;9;4;3.18;t
310;2023-11-06;2023;4;11;45;6;38;38;Product 38;Books;Subcat C;Brand Z;73;73;Customer 73;California;Female;46-55;1;Website;1634.80;10;3;3.39;f
307;2023-11-03;2023;4;11;44;3;11;11;Product 11;Clothing;Subcat C;Brand W;41;41;Customer 41;California;Female;26-35;1;Website;1799.88;3;4;3.06;f
16;2023-01-16;2023;1;1;3;16;27;27;Product 27;Home & Garden;Subcat A;Brand W;77;77;Customer 77;California;Female;36-45;2;Mobile App;1694.07;9;3;4.08;f
184;2023-07-03;2023;3;7;27;3;1;1;Product 1;Clothing;Subcat B;Brand Y;37;37;Customer 37;California;Female;36-45;2;Mobile App;3611.22;6;4;4.44;f
297;2023-10-24;2023;4;10;43;24;26;26;Product 26;Clothing;Subcat C;Brand Z;65;65;Customer 65;California;Female;18-25;2;Mobile App;767.18;2;4;3.13;f
118;2023-04-28;2023;2;4;17;28;16;16;Product 16;Clothing;Subcat B;Brand X;61;61;Customer 61;California;Female;26-35;2;Mobile App;544.00;4;3;3.77;f
215;2023-08-03;2023;3;8;31;3;23;23;Product 23;Books;Subcat C;Brand W;13;13;Customer 13;California;Female;46-55;1;Website;527.40;5;3;3.78;f
143;2023-05-23;2023;2;5;21;23;16;16;Product 16;Clothing;Subcat B;Brand X;77;77;Customer 77;California;Female;36-45;2;Mobile App;932.26;2;3;3.06;f
279;2023-10-06;2023;4;10;40;6;26;26;Product 26;Clothing;Subcat C;Brand Z;93;93;Customer 93;California;Female;46-55;2;Mobile App;855.92;4;5;4.97;f
269;2023-09-26;2023;3;9;39;26;8;8;Product 8;Books;Subcat C;Brand X;37;37;Customer 37;California;Female;36-45;1;Website;1374.84;9;2;4.30;f
234;2023-08-22;2023;3;8;34;22;23;23;Product 23;Books;Subcat C;Brand W;17;17;Customer 17;California;Female;36-45;1;Website;1704.12;3;4;3.72;f
315;2023-11-11;2023;4;11;45;11;33;33;Product 33;Books;Subcat A;Brand Y;77;77;Customer 77;California;Female;36-45;2;Mobile App;609.60;8;1;3.82;f
81;2023-03-22;2023;1;3;12;22;29;29;Product 29;Toys;Subcat C;Brand Y;65;65;Customer 65;California;Female;18-25;2;Mobile App;2428.47;9;1;4.61;f
315;2023-11-11;2023;4;11;45;11;6;6;Product 6;Clothing;Subcat A;Brand Z;33;33;Customer 33;California;Female;46-55;1;Website;2992.40;5;3;3.37;f
34;2023-02-03;2023;1;2;5;3;46;46;Product 46;Clothing;Subcat B;Brand Z;93;93;Customer 93;California;Female;46-55;2;Mobile App;432.09;9;3;3.97;f
222;2023-08-10;2023;3;8;32;10;37;37;Product 37;Home & Garden;Subcat B;Brand Y;25;25;Customer 25;California;Female;18-25;1;Website;3317.22;9;3;3.94;f
257;2023-09-14;2023;3;9;37;14;43;43;Product 43;Books;Subcat B;Brand W;41;41;Customer 41;California;Female;26-35;1;Website;462.84;3;3;3.99;f
255;2023-09-12;2023;3;9;37;12;21;21;Product 21;Clothing;Subcat A;Brand Y;13;13;Customer 13;California;Female;46-55;2;Mobile App;3886.90;10;5;3.16;f
98;2023-04-08;2023;2;4;14;8;44;44;Product 44;Toys;Subcat C;Brand X;93;93;Customer 93;California;Female;46-55;2;Mobile App;2539.55;5;5;3.72;f
209;2023-07-28;2023;3;7;30;28;43;43;Product 43;Books;Subcat B;Brand W;77;77;Customer 77;California;Female;36-45;1;Website;1153.74;7;2;3.06;f
30;2023-01-30;2023;1;1;5;30;21;21;Product 21;Clothing;Subcat A;Brand Y;81;81;Customer 81;California;Female;26-35;2;Mobile App;130.26;1;2;4.36;f
211;2023-07-30;2023;3;7;30;30;49;49;Product 49;Toys;Subcat B;Brand Y;81;81;Customer 81;California;Female;26-35;1;Website;914.76;2;2;4.64;f
72;2023-03-13;2023;1;3;11;13;42;42;Product 42;Home & Garden;Subcat A;Brand Z;85;85;Customer 85;California;Female;18-25;1;Website;2445.96;11;4;3.19;f
